Federal_unit,Gender,Age,Color,Income,Years_of_study
41,2,45,2,1200,05
41,2,23,4,2100,09
41,2,38,2,1500,06
41,2,44,2,2800,09
41,2,55,8,4000,07
41,2,42,2,2500,12
41,4,33,8,999,09
41,2,58,2,27000,16
41,2,40,2,1200,08
41,2,41,2,4800,16
41,2,28,8,788,09
41,2,44,2,1000,02
41,2,40,2,1700,07
41,2,57,2,1000,05
41,2,64,2,8000,04
41,2,38,2,1300,12
41,2,54,8,450,04
41,2,42,8,800,06
41,2,59,2,50,01
41,2,53,2,1000,05
41,2,27,2,900,12
41,2,37,2,2000,08
41,2,35,2,750,12
41,2,48,8,500,02
41,2,19,8,788,07
41,2,33,8,2000,12
41,2,49,2,1500,13
41,4,29,2,788,12
41,4,50,8,2000,11
41,2,62,8,1300,02
41,2,29,2,2500,13
41,2,60,2,5000,11
41,2,55,2,2400,12
41,2,51,2,350,05
41,2,59,2,400,04
41,2,41,2,300,06
41,2,23,8,1100,09
41,2,29,8,350,12
41,4,55,8,2500,09
41,2,59,2,350,01
41,2,39,8,350,12
41,2,55,2,2000,13
41,2,43,2,3000,16
41,2,66,2,5000,16
41,4,47,2,1800,16
41,4,58,2,2000,16
41,4,32,2,1000,09
41,2,26,2,1500,12
41,2,50,2,1000,09
41,2,24,4,1500,12
41,4,20,2,900,09
41,2,53,2,2000,16
41,2,52,2,3000,16
41,2,71,2,5000,16
41,2,33,2,1900,11
41,2,46,2,1800,09
41,2,51,8,2300,09
41,2,45,2,2000,12
41,2,26,8,1200,10
41,4,29,8,720,04
41,2,54,2,2700,13
41,2,60,2,1800,12
41,4,37,8,1000,12
41,2,39,2,980,12
41,2,42,8,1010,07
41,2,51,2,1600,16
41,4,57,2,1200,06
41,2,59,2,2000,05
41,2,33,2,2500,09
41,2,46,2,3500,12
41,2,46,2,1500,16
41,2,41,2,1200,09
41,2,33,4,1600,12
41,4,44,2,1500,12
41,2,41,8,3000,12
41,4,31,2,250,09
41,4,31,2,2400,16
41,2,42,2,3000,06
41,4,51,8,3000,15
41,4,39,2,630,09
41,4,33,8,800,14
41,2,41,2,1500,12
41,4,32,8,200,11
41,2,49,8,1100,16
41,2,26,2,3000,10
41,2,54,8,1000,12
41,2,57,2,1600,05
41,2,60,2,2000,12
41,2,60,2,1400,03
41,2,40,8,5000,08
41,2,29,2,1500,09
41,4,32,8,450,10
41,2,56,2,1500,05
41,2,48,8,1140,06
41,2,37,4,1000,10
41,2,41,8,1576,09
41,2,28,2,2000,12
41,2,48,2,3000,09
41,4,41,2,1200,12
41,2,39,2,2200,06
41,2,22,8,1000,07
41,4,55,2,1000,06
41,2,28,2,1200,08
41,4,55,8,788,12
41,4,43,2,1200,09
41,4,58,2,300,05
41,4,55,8,450,01
41,4,59,2,1200,12
41,4,42,2,180,01
41,4,23,2,1190,11
41,4,49,8,1580,09
41,4,23,2,1400,13
41,4,44,2,1100,12
41,2,29,2,1300,12
41,2,30,2,1100,12
41,2,31,2,3200,09
41,2,49,8,4000,16
41,2,50,2,2000,15
41,2,38,2,1350,12
41,2,78,2,5000,16
41,2,50,2,10000,09
41,4,23,2,1070,12
41,4,34,2,5000,16
41,2,26,2,1500,12
41,2,35,2,7000,16
41,2,40,2,5000,12
41,2,33,2,850,06
41,2,59,8,2500,12
41,2,29,2,10000,16
41,2,47,2,2000,07
41,4,40,2,10000,16
41,2,60,2,1000,12
41,2,42,2,2000,11
41,2,53,2,1576,04
41,2,51,2,200,05
41,4,37,2,1300,05
41,2,42,8,880,05
41,2,28,2,1500,12
41,2,42,2,900,05
41,2,69,2,50,01
41,4,41,2,830,05
41,4,50,2,300,13
41,2,24,2,1200,08
41,4,55,2,844,05
41,2,31,8,2350,16
41,2,39,2,3000,13
41,2,40,2,788,09
41,2,32,2,1200,05
41,2,30,2,600,05
41,2,53,2,900,06
41,2,32,2,1500,12
41,2,48,2,600,04
41,2,30,2,2600,09
41,2,60,2,690,03
41,2,33,2,1400,09
41,4,48,2,200,05
41,4,56,2,4000,03
41,2,50,2,1600,16
41,4,37,2,1800,12
41,4,37,2,2380,12
41,2,29,2,7000,16
41,2,36,2,2000,12
41,4,47,2,800,12
41,2,64,2,4000,16
41,4,47,2,800,10
41,2,38,2,5000,16
41,2,32,2,2200,16
41,2,34,2,2500,12
41,2,61,2,7000,16
41,2,53,2,800,12
41,4,48,2,4000,16
41,4,51,2,2500,15
41,4,50,2,2400,09
41,2,23,2,1500,12
41,4,39,8,890,12
41,2,58,2,1800,14
41,4,31,8,450,09
41,2,25,2,811,09
41,2,56,2,5000,16
41,2,48,8,2000,12
41,4,51,2,1300,06
41,2,56,2,6000,12
41,2,55,2,200,09
41,4,39,2,900,06
41,2,39,2,1200,12
41,2,18,2,788,12
41,2,56,8,1500,05
41,2,26,2,1000,07
41,2,41,2,1500,05
41,2,39,2,2900,09
41,4,30,2,1300,16
41,4,47,8,1000,09
41,4,37,8,570,05
41,2,53,8,1100,13
41,4,60,2,400,05
41,2,28,2,1854,16
41,4,53,2,1500,05
41,2,40,2,1600,09
41,4,52,2,5000,05
41,4,53,2,500,05
41,2,52,2,3000,05
41,2,44,2,1600,16
41,2,54,8,1150,05
41,2,49,2,1100,15
41,2,50,2,500,11
41,2,40,6,2200,12
41,2,29,8,2300,11
41,2,30,2,940,11
41,2,78,2,800,06
41,2,21,2,1100,10
41,2,42,2,3500,16
41,2,48,8,1240,06
41,2,42,8,1500,09
41,2,48,2,800,13
41,2,42,8,3500,13
41,2,48,4,1001,04
41,2,28,8,1800,10
41,2,37,2,3000,06
41,2,49,2,1276,09
41,4,49,8,1000,06
41,2,45,4,1190,13
41,2,45,2,1500,05
41,2,23,2,1500,12
41,2,34,2,1125,12
41,2,28,8,1000,11
41,2,47,8,1900,09
41,2,70,2,1000,05
41,2,50,2,300,05
41,2,55,8,500,01
41,2,51,2,800,09
41,2,24,8,1600,11
41,2,57,8,1300,09
41,2,26,2,1400,12
41,2,55,2,800,06
41,2,52,8,1500,01
41,2,40,8,1400,12
41,2,41,8,1085,03
41,2,44,4,2000,11
41,2,43,2,600,05
41,2,54,4,2200,05
41,2,47,8,1130,05
41,2,47,2,3100,11
41,4,20,8,1200,12
41,4,47,8,4500,16
41,2,35,2,2000,09
41,2,34,8,500,05
41,2,45,8,1800,05
41,2,48,8,2000,07
41,4,43,2,50,09
41,4,37,8,960,12
41,2,24,2,788,12
41,4,64,2,160,05
41,2,32,8,1600,09
41,4,47,2,280,16
41,2,31,8,950,10
41,2,66,8,600,04
41,2,51,2,3000,16
41,4,58,2,4000,16
41,2,36,2,6000,16
41,4,56,2,2100,16
41,2,64,2,3000,05
41,2,30,2,2400,11
41,4,45,8,650,03
41,2,37,2,2000,16
41,2,43,2,1000,16
41,2,63,2,1200,04
41,4,57,2,5000,15
41,2,47,2,3000,12
41,4,44,4,300,16
41,2,29,8,1182,16
41,4,37,2,1500,01
41,2,57,2,1500,04
41,2,59,4,1300,05
41,2,49,2,1100,03
41,2,44,4,2000,16
41,4,30,8,1000,10
41,2,44,8,1576,16
41,4,42,2,2300,08
41,2,43,8,1800,12
41,2,28,8,900,11
41,2,46,8,2000,16
41,2,50,4,1800,04
41,4,61,2,600,01
41,2,37,2,1600,07
41,2,42,8,1000,05
41,2,40,8,150,05
41,4,27,2,50,12
41,4,51,2,1500,09
41,2,58,8,788,12
41,2,38,2,950,14
41,2,56,2,1000,06
41,4,44,8,1100,12
41,2,62,2,2400,14
41,4,44,2,876,12
41,2,60,4,2300,14
41,2,47,8,1200,04
41,2,44,2,1500,08
41,2,46,2,3000,09
41,4,56,8,450,03
41,4,47,4,2000,12
41,2,44,2,3500,16
41,2,31,2,2500,14
41,2,39,8,1200,12
41,4,20,8,400,08
41,4,27,2,1000,08
41,2,35,2,1250,06
41,4,40,2,1000,16
41,2,44,2,1700,05
41,2,32,2,800,09
41,4,54,8,1000,07
41,4,45,2,1000,05
41,2,31,2,1200,12
41,2,49,2,788,05
41,2,26,8,1090,12
41,2,36,2,5000,16
41,4,34,2,1123,09
41,2,41,2,1400,09
41,2,59,2,788,05
41,2,57,2,300,08
41,4,48,2,2800,16
41,4,25,2,3100,16
41,2,64,8,300,02
41,2,46,2,4000,10
41,2,58,2,3360,05
41,2,49,8,3200,13
41,4,78,2,780,01
41,2,68,2,1200,05
41,2,53,2,6000,06
41,2,44,2,15000,12
41,2,25,2,500,06
41,2,39,2,7000,16
41,2,53,8,3300,05
41,2,70,2,3000,09
41,2,37,2,1700,12
41,2,46,8,950,05
41,4,51,2,1200,12
41,4,60,8,120,01
41,2,55,2,788,12
41,2,56,8,3000,05
41,2,54,2,788,05
41,2,40,2,500,05
41,2,66,8,788,01
41,2,52,8,250,01
41,2,40,8,1200,09
41,2,52,2,2600,09
41,4,50,2,12000,16
41,2,42,2,1500,16
41,4,61,2,4000,09
41,2,37,6,5000,16
41,4,43,2,1300,12
41,2,35,8,12000,08
41,2,47,2,4000,16
41,4,64,2,3000,15
41,2,49,2,5000,16
41,2,44,2,10000,16
41,2,39,2,2000,05
41,4,29,2,2600,15
41,2,46,2,3000,12
41,2,44,2,5000,16
41,2,22,2,1800,08
41,2,51,2,7000,12
41,2,56,6,3000,12
41,2,22,2,1200,12
41,2,53,2,2300,12
41,2,44,8,4000,12
41,2,56,2,1800,12
41,4,75,2,788,01
41,2,57,2,3000,12
41,4,38,2,5000,16
41,2,49,6,3900,14
41,2,57,2,5400,09
41,2,23,4,1500,12
41,2,53,2,2000,05
41,2,45,2,2300,12
41,2,47,8,2500,12
41,2,46,2,5000,12
41,2,39,2,3000,12
41,2,50,2,1700,13
41,4,54,8,850,03
41,2,30,2,3000,12
41,2,45,4,1200,12
41,4,51,2,890,09
41,2,28,8,3000,12
41,2,28,2,3000,16
41,2,39,2,15000,16
41,2,51,4,2000,05
41,2,48,2,2000,06
41,2,47,2,3500,05
41,2,55,2,1000,01
41,2,41,2,2500,12
41,2,31,2,2000,11
41,2,28,2,2500,12
41,2,47,2,1000,05
41,2,32,2,2030,12
41,2,35,2,1700,09
41,2,30,2,1200,06
41,2,45,2,2100,12
41,2,58,8,1500,12
41,4,32,2,1200,09
41,4,56,2,300,05
41,4,35,2,1500,06
41,2,59,8,1400,08
41,4,24,2,1500,16
41,2,34,2,3000,12
41,2,65,2,788,05
41,4,64,2,1900,07
41,2,40,2,3500,12
41,2,32,2,1200,12
41,4,38,2,1500,12
41,2,59,2,3937,05
41,2,55,4,1200,07
41,2,40,8,2000,06
41,4,32,2,250,09
41,2,30,8,1800,12
41,2,28,8,1400,12
41,2,42,2,1500,12
41,4,31,2,2500,16
41,4,43,8,1000,01
41,2,60,2,1500,05
41,2,59,8,2000,05
41,4,61,2,900,05
41,4,55,2,3000,15
41,2,53,8,2500,12
41,2,50,2,3500,16
41,2,23,2,1200,12
41,2,70,2,1300,09
41,2,50,2,1500,16
41,2,44,8,2000,12
41,2,24,2,2200,12
41,4,51,2,1000,04
41,2,41,2,2000,12
41,2,61,2,1560,09
41,4,37,2,4500,15
41,2,69,8,1000,05
41,2,44,2,2000,14
41,2,34,2,1500,12
41,2,41,2,3000,12
41,2,68,2,2500,01
41,2,59,8,2100,09
41,4,31,2,3500,16
41,2,34,8,1400,11
41,4,34,8,500,05
41,2,42,4,2000,09
41,2,33,2,3500,14
41,2,20,8,2300,07
41,2,37,2,2000,15
41,2,31,8,1500,05
41,2,48,2,1000,16
41,4,21,2,1100,12
41,2,29,2,1800,12
41,4,52,2,800,05
41,2,54,4,4170,05
41,4,52,2,800,05
41,2,21,8,1400,12
41,2,41,8,4000,12
41,4,20,8,1100,10
41,2,49,2,2000,07
41,2,51,2,2000,12
41,2,34,8,1400,05
41,2,39,8,1800,06
41,2,45,8,1500,04
41,2,54,8,10000,05
41,2,37,2,1400,12
41,2,41,2,1500,05
41,2,55,2,800,16
41,2,29,8,924,07
41,2,31,8,2400,09
41,2,44,2,2000,12
41,2,57,2,1700,09
41,2,25,2,2000,08
41,4,35,8,900,13
41,4,21,8,1100,09
41,2,58,8,1100,05
41,4,42,2,900,12
41,4,39,8,1800,14
41,2,25,8,1500,12
41,2,30,2,1600,09
41,2,49,2,6000,16
41,2,49,8,400,13
41,2,62,8,4000,05
41,4,45,2,3500,15
41,2,72,6,1000,04
41,2,56,2,900,02
41,2,54,8,1000,01
41,2,45,8,788,12
41,2,62,8,1990,04
41,2,35,2,2000,12
41,4,37,8,788,17
41,2,45,2,1000,06
41,2,65,2,400,04
41,4,45,2,850,01
41,2,48,2,5500,09
41,2,57,2,1000,12
41,4,41,4,1100,05
41,2,29,2,900,01
41,2,40,8,1900,06
41,2,32,2,2000,06
41,4,48,2,1200,12
41,2,42,2,1600,11
41,2,53,8,1200,08
41,2,27,8,1200,07
41,4,27,8,788,12
41,2,38,8,800,07
41,4,61,2,120,01
41,2,77,2,1000,05
41,2,59,2,2000,01
41,4,55,8,788,12
41,2,77,2,5000,04
41,2,63,2,1500,01
41,2,27,2,788,11
41,4,23,2,1000,12
41,4,52,2,6000,12
41,2,30,2,1350,16
41,4,51,2,900,05
41,4,26,2,802,12
41,2,80,2,2000,16
41,2,29,2,1200,12
41,2,39,2,1800,08
41,2,24,2,1200,06
41,2,55,2,1500,05
41,4,31,2,1577,11
41,2,50,2,788,07
41,2,59,2,900,05
41,4,48,2,788,05
41,2,30,2,1300,11
41,4,52,2,3000,16
41,2,41,2,3500,11
41,2,48,2,5000,05
41,4,37,2,400,05
41,2,34,2,1200,05
41,2,33,2,1000,12
41,2,57,2,500,05
41,2,47,2,2500,11
41,4,25,2,600,07
41,2,47,2,1100,01
41,2,56,2,200,01
41,2,33,2,1600,15
41,2,33,2,1800,12
41,2,47,2,1410,07
41,2,54,2,2000,04
41,4,47,2,1000,13
41,2,53,2,5000,04
41,2,29,2,1620,12
41,2,40,2,1500,09
41,2,67,2,2500,07
41,2,58,2,735,09
41,2,49,2,1300,05
41,4,21,2,1100,12
41,4,34,2,788,03
41,4,52,2,1500,16
41,4,27,2,1020,12
41,2,63,2,788,04
41,2,53,2,1700,05
41,2,59,4,800,05
41,2,45,2,3000,09
41,2,60,2,1600,04
41,2,51,2,1500,06
41,2,66,2,1600,09
41,2,56,8,3500,05
41,2,37,8,1500,04
41,2,37,8,1800,11
41,2,49,2,1881,12
41,2,47,2,1600,12
41,2,31,2,2000,09
41,2,53,8,3000,12
41,2,43,2,5000,12
41,2,47,2,2000,12
41,2,51,2,4000,16
41,2,35,2,1650,16
41,2,43,2,950,05
41,2,33,2,1200,11
41,2,25,2,2000,12
41,2,25,8,2500,14
41,2,42,8,1100,05
41,2,40,8,1698,03
41,2,34,8,1200,06
41,2,31,2,1500,06
41,2,34,8,3000,05
41,2,34,8,1800,05
41,2,36,8,1889,04
41,2,37,8,2500,12
41,2,33,2,2000,12
41,2,48,8,3466,12
41,2,29,2,1200,12
41,2,32,2,2300,12
41,2,33,8,3000,12
41,2,36,4,3500,16
41,2,56,2,2000,05
41,2,51,2,2300,04
41,2,25,2,1532,12
41,2,59,8,1130,06
41,2,44,8,1200,05
41,2,50,2,2589,12
41,2,50,8,2200,12
41,2,43,8,7000,12
41,2,40,8,1700,11
41,2,50,0,2000,14
41,4,48,8,1000,03
41,2,51,2,12000,12
41,4,25,2,1100,13
41,2,55,2,3300,11
41,4,29,2,2000,16
41,4,42,8,5000,12
41,4,65,2,3000,16
41,2,39,2,7000,16
41,4,46,2,4500,16
41,4,50,2,10000,16
41,4,48,2,1380,06
41,2,37,8,3200,12
41,4,23,2,1200,16
41,4,31,8,2100,14
41,4,38,2,1000,12
41,2,34,8,1150,08
41,2,55,2,2500,05
41,4,60,4,1000,05
41,2,25,2,1576,11
41,2,46,8,2300,12
41,4,28,8,1050,07
41,2,55,8,1146,09
41,2,64,8,1000,06
41,2,51,4,1500,12
41,2,26,2,1800,01
41,4,35,8,1212,12
41,4,50,8,1080,05
41,2,22,8,1200,12
41,4,45,2,1500,12
41,4,50,8,700,08
41,2,58,8,788,05
41,4,42,2,1500,09
41,4,24,8,150,06
41,2,50,2,1380,01
41,2,53,8,1700,09
41,2,22,8,1800,17
41,2,55,2,1000,12
41,4,49,2,1500,12
41,2,45,2,2500,06
41,2,48,2,2200,08
41,2,56,2,1200,11
41,2,28,8,1139,08
41,2,45,8,1300,09
41,4,36,2,1660,15
41,4,26,8,1200,12
41,4,39,2,788,17
41,4,60,2,120,08
41,4,59,2,1760,16
41,4,38,4,200,04
41,2,68,2,1300,05
41,2,28,4,1200,12
41,2,38,8,1200,03
41,2,34,8,1800,11
41,2,40,2,2000,12
41,2,29,2,5000,16
41,2,49,8,5000,12
41,4,26,2,2000,16
41,2,49,2,1500,12
41,2,53,2,10000,09
41,4,41,2,800,05
41,2,29,8,1280,12
41,2,53,8,1576,07
41,4,45,2,960,12
41,2,53,2,1400,12
41,2,40,2,1300,12
41,4,66,2,100,01
41,2,50,2,200,03
41,2,34,2,1200,08
41,2,50,2,600,04
41,2,29,8,800,12
41,2,52,2,15000,05
41,2,47,8,1000,13
41,2,38,8,788,04
41,2,63,2,2000,02
41,2,62,8,25,04
41,2,34,2,2000,12
41,2,33,2,1800,16
41,2,75,2,2000,12
41,2,46,2,1500,01
41,2,62,2,2500,05
41,2,30,2,900,12
41,2,52,2,1200,04
41,4,49,8,120,01
41,2,57,2,350,05
41,2,60,2,3000,14
41,2,39,2,1200,12
41,2,47,8,900,12
41,2,25,4,800,09
41,2,50,8,1100,09
41,2,51,2,1500,03
41,2,35,2,1500,05
41,2,62,2,450,01
41,2,62,2,3000,16
41,2,41,8,800,01
41,2,23,8,600,06
41,2,49,2,500,03
41,2,24,8,1100,12
41,2,48,2,950,11
41,4,27,2,3000,15
41,2,45,2,1500,04
41,2,46,2,788,13
41,2,49,8,700,03
41,2,28,8,1600,06
41,2,50,8,800,04
41,4,58,2,788,08
41,4,47,2,4000,13
41,2,28,4,10000,08
41,2,24,8,1200,15
41,4,59,2,1500,12
41,2,49,2,4000,12
41,2,38,2,3000,09
41,4,38,2,1100,12
41,4,39,4,1200,12
41,4,44,8,1500,16
41,4,68,2,150,01
41,4,37,8,700,09
41,2,72,8,1200,05
41,2,47,8,1200,06
41,4,65,2,500,02
41,4,49,2,1500,05
41,4,50,2,915,09
41,2,31,8,1700,11
41,2,26,2,2000,05
41,4,22,4,1500,12
41,4,34,2,550,12
41,4,70,2,100,01
41,2,44,8,2000,03
41,2,83,4,100,01
41,4,54,8,200,12
41,2,49,8,2000,05
41,4,37,4,350,09
41,4,58,2,150,06
41,4,52,2,1500,12
41,4,60,2,2000,16
41,2,36,2,6000,16
41,2,77,6,1500,12
41,2,43,4,5500,16
41,4,52,2,2500,16
41,2,39,2,3500,16
41,2,61,2,7000,01
41,2,42,2,1000,12
41,2,50,8,4000,16
41,2,49,2,7000,08
41,2,50,8,2000,05
41,2,45,2,960,05
41,2,24,8,2300,11
41,4,42,8,980,12
41,2,59,2,1500,09
41,2,23,8,2000,12
41,2,53,8,650,03
41,2,46,8,2500,12
41,2,53,2,1900,09
41,4,53,8,1200,09
41,2,30,8,2400,16
41,2,52,2,3000,12
41,2,35,8,1400,12
41,4,34,8,1450,13
41,4,40,2,4000,16
41,2,32,2,3500,16
41,2,40,2,1500,12
41,2,35,2,5000,16
41,2,58,2,19000,16
41,2,45,2,5000,13
41,2,40,2,16000,16
41,2,32,4,2500,12
41,2,48,2,3000,16
41,2,61,2,2500,09
41,2,53,2,2000,05
41,4,42,8,400,05
41,2,50,4,900,05
41,2,57,2,3500,08
41,2,56,2,3500,12
41,2,31,8,1600,09
41,2,44,2,1100,08
41,2,52,2,1600,04
41,4,44,2,780,12
41,2,40,2,4000,12
41,2,35,2,1000,12
41,2,56,2,2000,09
41,2,33,2,3000,12
41,2,50,2,2000,12
41,2,40,2,4000,16
41,2,24,8,1000,06
41,4,47,8,900,07
41,4,45,8,1200,12
41,2,31,2,980,07
41,2,37,8,2000,09
41,2,29,2,900,12
41,2,30,2,2000,12
41,2,20,2,1200,12
41,2,33,2,1200,12
41,2,25,2,1500,07
41,2,26,2,1700,05
41,4,44,2,1200,12
41,2,45,2,1600,12
41,4,31,4,984,12
41,2,56,2,1200,13
41,2,41,2,1500,06
41,2,29,2,2000,11
41,2,31,2,1300,12
41,4,32,2,1200,05
41,2,38,2,1600,12
41,2,33,2,1900,10
41,2,50,4,2200,16
42,2,59,8,1000,05
42,2,74,2,788,03
42,2,26,2,5000,12
42,4,43,2,1500,09
42,2,31,4,2160,05
42,2,43,2,5000,16
42,2,61,2,1250,05
42,4,32,2,1300,12
42,2,54,2,750,07
42,2,37,2,3000,05
42,2,38,2,2200,09
42,2,41,2,1300,06
42,2,30,2,2500,09
42,4,50,2,1100,09
42,2,33,2,1600,12
42,2,25,2,2000,12
42,2,19,2,1000,12
42,2,48,2,2200,12
42,4,36,8,900,05
42,2,28,2,2500,12
42,2,39,2,2300,12
42,2,53,2,2000,05
42,2,25,8,5000,13
42,2,46,2,3500,09
42,2,34,2,4500,16
42,2,44,2,2000,09
42,4,32,2,800,12
42,2,41,2,3500,05
42,2,50,2,4000,16
42,4,45,2,4200,16
42,2,32,2,4000,12
42,4,32,8,1297,09
42,2,41,2,1500,12
42,2,20,2,1300,11
42,2,44,2,2500,16
42,4,44,2,2800,16
42,2,44,2,1500,16
42,2,40,2,1000,09
42,2,35,2,1000,10
42,2,46,2,500,10
42,2,47,2,2000,13
42,4,36,2,2000,12
42,2,59,2,1500,05
42,2,59,2,1500,05
42,2,54,2,1500,05
42,2,46,2,1500,12
42,2,20,8,1400,10
42,2,29,2,1000,07
42,4,45,2,1000,12
42,2,49,2,3000,12
42,2,32,2,1550,12
42,2,29,2,1900,12
42,2,26,2,3500,16
42,2,36,2,1300,16
42,2,55,2,1576,04
42,2,52,2,1240,01
42,2,45,2,1200,06
42,2,30,2,2800,12
42,2,45,2,2000,04
42,2,43,2,1500,12
42,2,62,2,1800,05
42,2,44,2,1000,12
42,2,59,2,400,05
42,2,58,2,1000,12
42,2,60,2,3500,12
42,2,40,2,5000,16
42,2,48,2,2000,09
42,2,43,2,1000,05
42,2,58,2,1300,05
42,2,52,2,1700,03
42,2,20,2,1600,12
42,2,61,2,1500,04
42,2,27,2,1200,10
42,2,29,2,3000,12
42,2,50,2,2000,04
42,2,52,2,1500,09
42,4,44,2,1500,07
42,2,51,2,5000,05
42,2,24,2,2000,10
42,2,61,2,900,05
42,2,59,2,1500,05
42,2,41,2,788,05
42,2,34,8,1500,05
42,2,54,2,1200,05
42,4,41,2,3555,16
42,2,45,2,2000,09
42,2,45,4,1400,11
42,4,51,2,1500,16
42,2,43,2,2000,17
42,4,37,2,1000,12
42,2,35,2,3000,16
42,2,21,8,1600,12
42,2,28,2,2500,12
42,2,48,2,2500,16
42,2,58,2,788,09
42,4,34,2,2300,12
42,2,57,8,1800,04
42,2,38,2,1576,06
42,2,40,2,2000,12
42,2,75,2,800,05
42,2,57,2,1500,05
42,2,47,2,2000,13
42,2,56,2,2000,05
42,2,38,2,2300,09
42,2,44,2,2700,16
42,2,58,2,1500,05
42,4,54,2,1500,12
42,2,32,2,6000,16
42,2,73,2,1500,12
42,4,65,2,3000,16
42,2,48,2,5000,16
42,2,40,2,2000,12
42,2,28,2,1600,12
42,2,30,2,2500,12
42,4,52,2,2000,16
42,2,78,2,800,05
42,4,35,2,1600,12
42,2,49,2,2200,16
42,2,70,2,2000,13
42,4,47,2,1000,12
42,4,40,2,1100,01
42,2,68,2,1600,05
42,2,61,2,2000,09
42,2,41,2,3000,08
42,4,40,2,2500,16
42,4,31,2,2000,16
42,2,23,2,4000,16
42,2,29,2,4000,12
42,4,46,2,1000,01
42,2,53,2,3000,14
42,2,41,8,5000,08
42,4,20,2,1200,13
42,2,58,2,3000,16
42,4,38,2,1500,16
42,4,53,2,7800,16
42,4,65,2,200,05
42,4,67,2,1000,05
42,2,36,2,2800,16
42,4,51,2,2600,16
42,2,30,2,3000,10
42,2,43,2,2000,12
42,2,36,2,3000,12
42,2,26,2,2000,14
42,2,67,2,2500,06
42,4,31,4,1157,08
42,2,61,2,2000,06
42,2,42,2,1500,08
42,2,51,8,2200,12
42,2,47,2,3000,17
42,2,31,2,3000,12
42,4,51,2,300,04
42,2,31,2,2000,12
42,2,32,2,1300,12
42,2,37,2,1800,07
42,4,42,2,3000,16
42,4,38,2,1200,12
42,2,37,8,2800,09
42,2,40,2,2000,08
42,2,59,2,1300,12
42,2,36,2,1500,08
42,4,65,2,300,04
42,2,50,2,7000,10
42,2,43,2,4000,11
42,2,53,2,5000,09
42,2,56,8,1600,12
42,2,50,2,12000,16
42,2,39,2,3800,12
42,2,50,2,3000,16
42,2,35,2,850,12
42,4,48,2,10000,16
42,2,53,2,3500,16
42,4,46,2,1000,06
42,2,24,8,2800,12
42,2,28,0,1200,09
42,4,62,2,11000,16
42,2,54,8,1800,12
42,2,47,2,2700,08
42,2,29,2,4000,12
42,2,31,4,788,06
42,2,36,2,5000,12
42,2,43,2,2200,12
42,4,54,2,1200,06
42,4,39,2,1600,12
42,2,26,2,3000,16
42,2,39,2,1650,12
42,4,49,2,2000,12
42,2,53,2,1800,12
42,2,49,2,1500,12
42,4,63,2,2700,12
42,4,45,2,1500,12
42,2,35,2,2000,12
42,4,33,2,2100,15
42,2,58,2,6000,09
42,2,27,2,1750,12
42,4,50,2,1000,12
42,4,43,2,3000,16
42,2,40,2,500,16
42,4,51,2,2000,02
42,2,42,8,1400,12
42,4,39,2,3500,09
42,4,38,2,3400,16
42,4,34,2,600,17
42,2,52,2,5000,16
42,2,56,2,3500,09
42,2,50,2,2200,12
42,2,32,8,1200,12
42,4,55,2,818,05
42,2,24,2,3500,12
42,2,33,2,1300,09
42,4,22,2,1300,12
42,2,29,8,1400,12
42,4,51,2,1500,09
42,2,52,2,3500,12
42,4,29,2,1300,12
42,2,47,2,2000,12
42,2,48,2,3500,05
42,4,44,2,1200,12
42,4,39,2,1200,12
42,2,57,2,2000,12
42,2,49,2,2500,12
42,2,50,4,1400,10
42,2,65,2,1500,04
42,2,25,2,2300,12
42,4,43,2,1200,01
42,2,54,2,1200,01
42,4,59,2,7000,13
42,2,33,2,2500,05
42,2,36,0,2000,09
42,2,29,2,10000,14
42,2,69,2,2000,09
42,2,66,2,1000,09
42,2,66,8,1200,12
42,2,42,2,500,05
42,4,48,2,2800,16
42,4,61,2,2000,14
42,2,37,2,2000,16
42,4,38,2,1100,10
42,2,40,8,7800,16
42,2,67,2,14000,16
42,2,52,2,7000,16
42,2,62,2,1200,01
42,2,35,2,2000,12
42,2,30,2,1900,12
42,2,39,2,3500,16
42,2,27,8,1500,09
42,2,55,2,2500,05
42,2,52,2,4000,15
42,2,47,2,1700,12
42,2,35,2,2300,14
42,4,54,2,1500,12
42,2,36,2,3000,13
42,4,57,2,1000,09
42,2,39,2,1800,12
42,2,48,2,2400,12
42,4,50,2,1500,11
42,4,29,2,2000,15
42,2,44,2,4000,08
42,2,26,2,1100,09
42,2,50,2,2500,09
42,4,31,2,1200,12
42,2,26,2,2400,16
42,2,48,2,2000,09
42,4,35,2,1300,09
42,4,45,2,3200,16
42,2,62,2,7000,09
42,2,52,8,1200,09
42,2,46,8,2000,08
42,4,35,2,1400,09
42,2,45,2,4000,09
42,4,24,8,600,12
42,2,55,8,2500,03
42,2,34,2,1600,09
42,4,31,2,2500,16
42,2,31,2,2100,12
42,2,45,2,3500,05
42,2,45,2,6000,16
42,2,28,2,1580,12
42,2,55,8,860,05
42,2,51,2,4000,09
42,2,39,8,5000,12
42,2,54,2,2300,16
42,2,46,2,788,06
42,2,45,2,2000,08
42,4,28,2,890,12
42,4,57,2,950,05
42,4,28,2,1005,14
42,4,51,2,950,03
42,2,55,2,3750,06
42,2,34,4,2000,11
42,2,39,2,1600,12
